Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
2886,-0.648249,0.034388,-1.880452,-0.873181,-0.858430,-0.262288,0.272054,-0.349930,-0.821064,-1.938922,-0.544703,-1.099715,-1.096332,-0.910150,0
2887,0.949282,0.371957,0.876319,1.028591,1.440884,0.665928,2.297456,-0.131245,-0.246317,-0.031716,0.714740,0.495435,0.319594,1.075507,1
2888,-0.186026,-0.144987,-0.462244,0.044987,-0.778528,-2.217541,0.789769,-0.211251,-0.898457,-0.733796,-0.291906,-0.324231,-0.088583,-0.438674,0
2889,0.443362,-0.055569,0.226515,0.754669,0.109147,-1.665478,0.524527,0.174121,0.025030,-0.479358,-0.197508,0.464488,-0.074611,-0.157207,0
2890,-0.274633,-0.779962,0.078261,0.561674,-0.129078,0.299316,-0.973438,1.060406,-0.254428,-0.385758,0.005716,-0.167234,-0.077382,0.005791,0
2891,-0.644535,-1.457324,-0.390485,-0.575534,0.479695,0.850099,0.810705,0.344257,0.206090,0.521565,0.571491,-0.087614,-0.217117,-0.382865,1
2892,-0.326922,-1.019748,0.108026,-0.939257,1.513695,0.989633,0.812715,1.493440,1.241036,1.152961,1.137286,0.560702,1.567276,0.922318,1
2893,0.086930,-0.123717,-0.392929,0.578601,0.015873,-1.959092,0.483612,0.060785,-0.252122,-0.020634,-0.044513,0.558101,0.047661,-0.108635,0
2894,-0.956740,-1.453152,-0.751612,-1.211233,-0.758307,-1.262022,-1.077979,-0.574889,-1.246091,-0.671659,-0.569578,-2.015622,-0.723549,-0.690337,0
2895,-0.093871,-1.288704,-1.083646,-0.769032,-0.291279,-0.646191,0.114163,-1.357201,-1.130805,-0.268157,-1.277441,-0.314627,-0.450113,-0.644287,1
2896,-0.073871,-0.924082,-0.117587,-0.272514,0.307453,-0.867395,-1.176104,0.207340,0.050717,-0.197737,0.036063,-0.416876,-0.238630,-0.238757,1
2897,1.804926,-1.015102,-0.164409,-0.677798,0.109852,-0.382958,-0.003327,-1.043268,-0.665635,0.329441,0.073928,0.342765,0.295431,0.970344,1
2898,0.003763,0.204343,-0.419774,0.534072,1.346418,0.534790,-0.054848,0.857191,-0.173357,-0.303762,0.157630,-0.104786,0.259554,-0.263131,0
2899,-0.583847,0.178162,0.022063,0.805764,0.686666,-0.309067,-0.737025,-0.066367,0.077275,-0.679143,0.238576,-0.781666,-0.463425,-0.481514,0
2900,-0.720406,-1.040862,-1.444973,-2.308082,-1.392054,-0.847345,0.744242,0.003976,-0.465791,-1.153332,-1.507687,0.522479,-0.296292,-0.385155,1
2901,2.885012,1.976917,1.327199,1.104611,-1.293284,-0.640804,-0.705974,0.714627,0.171563,0.270113,0.955667,1.789802,1.275283,2.210310,0
2902,-0.171763,0.213625,-0.905946,0.189534,-0.616830,-0.102520,-0.986286,-0.540621,-1.139136,-1.549923,-1.521948,-0.790175,-1.084650,-0.381141,1
2903,-0.236995,0.242641,-0.552894,0.212750,0.357224,-0.124886,0.515880,0.085925,0.363362,0.267359,-1.731752,-0.486351,-0.318809,-0.322627,0
2904,-0.203099,-0.739136,0.373662,-0.657551,0.936221,0.375206,0.195752,0.232171,0.012244,-0.260127,0.335518,-0.599018,0.145241,-0.797507,0
2905,-0.329731,-0.808490,0.169379,-0.122013,-1.563816,-0.325867,-0.138078,0.775225,0.420158,-0.121755,-0.171665,0.178888,0.845877,0.178281,1
2906,-0.354950,0.317210,0.163455,0.807569,-0.578445,-1.533298,-0.419740,-0.495446,-0.330648,-0.097307,0.312731,0.427106,-0.119808,0.288180,1
2907,-0.414619,-0.123803,-0.488605,0.143470,-0.832442,0.012735,0.773246,-0.240545,0.516846,0.646502,-0.161600,-0.688527,-0.341671,-0.514480,1
2908,-1.296585,0.893343,-1.810098,0.103494,-0.908350,-0.457434,-1.313589,-1.160135,-1.439329,-1.602758,-1.390410,-2.403051,-1.350598,-1.714217,0
2909,2.146363,2.086336,4.091197,2.554273,4.389368,4.061971,4.056312,3.912038,3.947748,3.980432,3.583731,3.426217,2.905317,2.820848,1
2910,-0.196788,-0.765527,-0.445472,-0.454990,-0.117987,0.922503,0.243713,1.340530,0.931470,0.439886,0.849418,-0.098976,0.873420,-0.645926,1
2911,-0.711104,0.608054,0.587184,0.582066,0.120127,0.610174,0.745664,0.288889,1.429970,1.481147,0.472224,-0.329534,0.330591,0.028645,1
2912,0.542660,1.536006,-0.372748,0.189669,0.639434,-0.236110,-0.001288,0.763670,0.427493,0.832895,0.864451,0.420153,0.016515,0.342065,0
2913,-0.150810,-0.770454,-0.442316,0.042821,0.311143,0.206834,0.654634,0.425525,0.307771,0.025587,-0.455509,-0.162034,-0.835167,0.044366,0
2914,-0.691773,-1.848966,-1.973525,-1.186521,-0.632929,-0.761828,-0.289020,1.263749,0.983034,-0.176117,-0.493672,-0.848810,-1.750521,-1.182511,1
2915,-0.514424,-0.755163,-0.193782,-0.860800,-1.655842,0.242713,-0.578900,0.329288,0.025839,-0.186083,0.536594,0.144480,-0.182088,-0.190946,0
2916,-0.754580,-1.266659,-1.013294,-1.031461,-1.039491,-0.963839,-0.820613,0.238098,-0.459746,-0.227873,-0.128217,-0.495829,-0.594850,-0.345264,1
2917,0.757335,-0.183722,0.455452,0.695711,-0.011387,-1.222128,0.741401,0.638401,0.305030,0.035040,0.337211,0.878076,0.690942,0.060682,0
2918,2.245434,2.761221,1.286363,2.026564,-0.724560,0.286496,-0.055757,-0.247543,0.157007,-0.295532,0.477378,0.696995,0.319275,1.640461,0
2919,1.832231,1.427788,0.205050,1.509729,-0.241242,-0.236803,0.284557,-0.104210,0.017632,0.370566,0.668515,0.798111,0.887856,0.946693,0
2920,0.104855,1.761002,0.719291,0.772393,0.050901,0.960070,0.386715,0.261315,0.499144,-0.285170,0.374659,0.699764,0.468028,-0.226441,0
2921,-0.101405,-0.433144,0.071604,-0.697803,-0.641534,-0.690989,-1.394121,-0.458726,-0.068756,-0.286697,1.079548,0.975458,-0.106565,0.136997,1
2922,-0.729308,-1.004815,-0.604173,-0.924708,0.738765,0.568957,0.330434,1.040198,1.153418,-0.027584,-0.526837,-0.657372,-1.043326,-1.216180,0
2923,0.942589,0.882669,1.006372,0.846816,0.583753,0.785987,0.508082,1.331953,1.259760,1.037107,0.292598,1.121214,0.124325,0.648652,1
2924,0.084779,-0.695816,-0.591769,-0.574905,-0.652749,-0.412276,-0.950492,0.306666,-0.071722,0.545166,0.433402,-0.331121,-0.062371,-0.247688,0
2925,-0.691956,-2.157168,-1.688056,-2.151289,-0.800472,-1.136561,-0.093100,-0.908730,-0.611287,-0.540161,-1.676046,-1.265084,-1.779886,-0.597313,1
2926,-0.608817,-0.819622,-0.665444,-0.619559,-0.236901,-1.074392,-1.628125,-0.230074,-0.463825,-0.176808,-0.292335,-0.746775,-0.650124,-0.039094,0
2927,0.102175,-1.323125,0.559920,-0.181437,0.449919,0.596179,0.492926,0.602799,1.140441,1.490082,1.161025,0.126954,1.059509,0.275197,1
2928,0.256036,-0.000658,0.388615,0.078214,0.100013,1.151806,0.803732,-0.220892,-0.139292,1.783565,0.755499,0.882821,0.363344,0.504113,0
2929,5.029660,4.468147,3.174634,2.450497,0.419512,-0.510995,-0.106198,-0.004979,-0.120436,-0.282088,1.388992,3.093283,2.199335,4.721058,0
2930,-0.622327,-0.846587,-0.988230,-0.289998,-1.646580,-0.071755,-0.810434,-0.156588,-1.139237,-0.377324,-0.307496,-0.147085,-0.766902,-0.298276,0
2931,0.564293,0.082160,0.128316,-0.002971,0.379669,0.242921,0.507582,0.254076,0.308024,0.390599,0.822342,0.362915,0.341830,1.411782,1
2932,-0.649238,-0.311865,-0.563622,-0.860379,-0.988959,0.440765,0.149966,-0.389305,-0.051671,0.568209,0.345126,-0.247914,0.487854,-0.110673,0
2933,-0.190698,-1.196229,-1.386615,-0.773746,0.197434,0.135246,-0.601069,-0.391688,0.305070,0.544154,-0.013860,-1.022684,-0.889724,-0.605598,0
2934,-0.818285,0.490937,-1.225706,-0.456440,-0.810123,-0.359396,0.376630,0.216819,-0.659054,-1.684048,-1.002747,-1.647514,-1.219244,-1.044765,0
2935,-0.286053,-0.931517,-0.275671,-0.850062,-0.869271,-0.164419,-0.795044,0.668062,0.040890,0.838430,-0.182129,0.053040,-0.258229,-0.056026,0
2936,-0.619665,-1.504884,0.244662,-0.647737,-0.258525,0.613153,0.089698,1.498144,0.619589,0.579387,-0.167871,0.180271,0.048410,-0.425193,0
2937,-0.098677,-0.444610,0.558399,1.676064,0.481767,0.441506,0.340554,1.267015,0.365010,0.635932,0.717657,0.534610,0.417956,-0.309382,0
2938,-2.012403,-1.401979,-1.537261,-0.920733,0.343149,-0.405665,0.314087,-0.979685,-0.900997,-0.676295,-1.331291,-1.352153,-1.741536,-2.404438,0
2939,2.518235,1.924284,3.906457,3.752413,5.474885,4.848661,3.756280,3.907496,3.879223,4.334659,3.691913,4.449664,3.244630,2.693476,1
2940,-0.505405,-1.112268,-0.035127,0.115655,-0.262136,-0.062431,-0.818088,0.568005,1.213963,0.359191,0.138063,-0.350454,-0.539629,-0.655185,1
2941,-0.165067,-1.478669,0.258527,0.416731,-0.467477,0.326852,0.074710,1.117972,0.692466,0.330215,0.041249,0.139170,-0.076712,-0.092626,1
2942,-0.234156,0.747642,0.223047,-0.249628,0.149498,-0.538749,-0.007952,-0.178706,0.250182,-0.380837,0.243581,-0.208135,-0.241392,0.026729,1
2943,0.889283,0.851137,1.137204,1.654982,1.006396,1.068771,0.209753,0.638731,1.220247,1.078918,1.392775,0.511165,0.045421,0.227420,0
2944,-0.631748,0.027976,-0.650309,-0.707574,-0.127864,-0.005292,-0.461069,0.040133,-0.851161,-1.476820,-0.295789,-0.414708,-0.783755,-0.949394,0
2945,0.823287,1.892326,1.736305,1.528317,0.347623,0.982339,0.020246,-1.105217,-0.078681,0.634994,0.080490,0.730924,-0.156678,0.049798,1
2946,1.923069,-0.620949,1.005214,-0.385100,0.476512,0.175103,0.840655,-0.515454,0.187429,1.164779,0.808692,1.320999,0.720116,1.769607,1
2947,0.270579,-0.000566,0.853224,0.110160,0.391258,-0.297915,-0.655535,-0.312393,0.290473,0.322005,0.255880,0.558913,0.202774,0.440460,0
2948,0.221095,-0.417854,0.132225,-0.873974,-0.833466,-1.109385,-0.879673,-0.484059,0.097442,-0.174716,-1.078379,-0.353186,-0.013383,-0.127177,1
2949,1.500371,1.409196,4.216161,1.198883,2.156853,2.563224,2.138395,2.774947,2.000959,2.263568,2.260517,2.264779,1.972065,1.503404,0
2950,-0.645550,-0.286531,0.173068,-0.468152,-0.451793,-0.117455,-0.740659,-0.784600,-0.640104,-0.796021,-0.224721,-0.478072,-0.742727,0.072507,1
2951,-1.776791,-0.762725,-1.193077,-1.162306,-0.416163,0.216089,1.513940,1.427766,1.041663,0.276902,-0.207575,-0.833844,-0.824546,-0.923107,0
2952,0.351005,0.338322,1.446018,-0.176772,0.186935,1.407890,1.040001,1.199439,0.436380,1.063144,1.310992,0.972318,0.505762,0.701000,0
2953,-0.190626,-1.042437,0.049261,0.443176,-0.105491,0.137457,0.094040,-0.234049,-0.806402,0.418637,-0.204835,-0.349621,-0.038162,-0.573184,1
2954,-0.354790,-0.780125,-0.218038,-1.262803,-0.008919,0.784225,1.380526,0.179684,0.255126,-0.193762,-0.912014,0.406078,0.024101,-0.357420,1
2955,0.090969,-0.091268,-0.774722,-0.319451,-0.389339,-0.274626,-0.579305,-1.389388,-0.709440,0.079427,-0.680074,-0.275047,-0.202935,-0.876286,1
2956,-0.810137,1.277031,-0.074214,0.782537,2.243984,0.715473,0.719964,0.423790,0.389829,0.107945,-0.258792,-0.480760,0.045262,-1.234957,0
2957,-0.435049,1.895660,0.321844,2.273978,2.216634,1.508764,0.482003,2.319144,-0.003682,-0.471514,-0.296190,-0.195118,-0.832372,-1.122817,0
2958,-2.087491,1.783181,-1.964720,0.661435,-0.026170,-0.627661,-0.256422,-1.115812,-2.003087,-2.054429,-2.904338,-2.453709,-4.103252,-3.198660,0
2959,0.460158,-0.530274,0.866350,-0.837992,-0.528385,-0.435682,0.410878,0.843750,0.152295,-0.169905,-0.417101,0.295234,-0.072639,-0.168760,1
2960,-0.170758,-0.617272,-0.651875,-1.113175,-0.256086,-0.642027,-0.948807,-0.710729,-1.099964,-0.823153,-0.383396,-1.507150,-1.329179,-0.112782,1
2961,-1.022648,-1.290282,-0.788600,-0.708239,0.112923,0.157338,-0.220922,1.340149,2.119406,0.776181,-0.195246,-0.413163,0.511720,0.170952,0
2962,-0.732869,0.164189,-0.712717,-0.385456,-0.610401,0.064049,-0.841374,-0.583247,-0.408908,-0.587663,-0.011418,-0.673960,0.420083,-1.195195,1
2963,4.545344,2.837468,1.731114,0.866122,-0.153938,-1.156221,-0.045469,-1.514734,-1.583308,-0.214592,2.760926,3.225407,4.296728,4.400270,0
2964,-0.571387,-0.306522,-0.461951,0.077347,0.200333,-0.475170,-1.034033,-1.337562,-1.393899,-0.744207,0.161842,-0.606259,-0.230753,-0.578486,0
2965,-0.238893,-0.216072,-0.263940,-0.523596,-0.210054,-0.436441,-0.590804,0.543488,0.046513,0.191155,-0.230765,-0.346302,-0.192104,-0.467791,1
2966,1.617928,1.518497,2.270987,2.479360,2.412652,3.301545,2.578361,3.528410,3.542173,3.282961,2.240609,2.985732,2.360307,1.371914,0
2967,0.111263,-0.810598,0.606940,-0.437310,-0.293412,-0.780536,0.131837,-0.837824,-1.038344,-0.073797,-0.400189,-0.242384,-0.446703,-0.257592,1
2968,-0.546850,-1.090608,-0.652354,-1.451816,-0.919773,-1.131826,-1.748426,-1.123274,-1.529941,-0.896622,-0.916332,-0.969678,-0.824409,-0.901053,0
2969,0.101239,-0.016684,0.154315,-0.602879,-0.320950,-0.239869,-1.087866,-0.168055,-0.213234,-0.025307,-1.893915,0.041941,-0.169374,0.061989,0
2970,0.060564,-0.154148,-0.033175,-0.379602,0.004368,0.060472,-0.868091,-0.216112,0.144072,0.758447,-0.270188,-0.937648,-0.046382,-0.567515,0
2971,-0.224993,0.051799,-0.252193,-0.343857,-0.065729,-0.248616,-0.816964,-0.958240,-0.603293,-0.503025,-0.632056,-1.194008,-0.603040,-0.236593,1
2972,-0.184899,0.045311,-0.298117,-0.092176,-1.066856,-0.599785,-0.776930,0.069912,-0.672317,-1.296124,-0.181341,-0.431926,-1.385943,-0.041310,1
2973,-0.087894,-0.452162,0.386482,-1.399057,-0.371604,0.140557,-0.128230,0.644223,0.822055,1.084020,-0.037645,0.213389,-0.400808,-0.127069,1
2974,-1.399646,-0.087298,-1.260128,-0.694670,0.415351,-0.350600,-1.084646,0.219796,-1.143337,-1.066609,-1.290069,-1.200113,-2.029900,-1.419155,0
2975,-0.682769,-0.195363,-0.134613,0.329045,-0.055808,-0.005219,1.229202,-0.223366,-0.009576,-0.926323,-0.199463,-0.296723,-1.758358,-0.876557,1
2976,-0.138781,-0.482806,-0.800356,-1.563523,0.351119,-0.151496,1.340825,0.453594,0.844897,-0.365104,0.045510,-0.237320,0.509940,-0.147190,1
2977,2.948938,2.484042,0.469745,1.150520,-0.321039,-0.659600,0.170550,-2.153451,-1.112251,0.726277,1.507887,1.797546,1.611767,2.507583,0
2978,0.280268,0.010972,-0.024952,0.672738,-0.476669,-0.246683,0.586899,0.148312,0.270171,0.080421,-0.248506,0.359863,0.192047,0.000734,0
2979,-0.503410,-1.170220,-0.379296,-0.815691,-1.547801,-0.638337,-1.178963,-0.000705,0.069661,0.055020,-0.616498,-1.194058,-0.268125,-0.531120,0
2980,0.985349,0.492503,0.691015,1.265631,0.679668,-0.591434,-0.024921,-1.430270,-1.044234,-0.372404,-0.524380,0.432841,-0.213844,0.136660,1
2981,2.332516,2.639575,4.980632,5.053920,6.284156,6.869627,4.844447,5.374074,5.999942,5.647989,4.521132,5.016913,3.229506,2.463117,0
2982,-1.309582,-0.197280,-1.507075,-0.504623,0.078084,0.652602,0.556774,0.960331,0.001202,-0.922847,-0.713835,-1.997604,-1.044796,-1.271558,0
2983,-0.997899,-0.636317,-0.235369,-0.526075,-0.229547,0.800331,-0.473529,-0.251617,-0.500834,-0.843916,-1.456357,-0.835627,-0.889365,-1.088305,1
2984,0.118946,-0.313121,0.405647,0.615356,-0.556304,-0.870250,1.671372,1.041807,0.939843,0.460402,-0.122940,-0.030943,0.093807,-0.235530,0
2985,0.195225,-0.894141,-0.017583,-0.068749,-0.588900,0.348562,1.433742,-0.295695,1.427188,0.976676,0.110885,0.763812,0.145426,0.104459,0
2986,-0.426483,-0.940019,-0.481647,-1.374526,0.086746,0.170773,0.876787,0.140671,0.011265,-0.306681,0.043118,-0.814552,-0.455656,-0.445442,1
2987,0.634022,1.338713,0.645859,1.307922,0.102490,-0.043835,-0.463960,-2.053755,-1.619722,-0.062658,-0.440209,-0.369604,-0.660438,-0.392844,1
2988,-0.903606,-0.007724,-0.155484,-0.335024,-0.479236,0.412261,-0.055846,-0.793997,-0.651704,-0.631611,-1.049412,-0.384404,-0.818256,-0.694863,0
2989,-0.163054,-0.203868,-0.736452,0.227209,-0.237362,0.162597,-0.392922,0.246298,1.078653,1.255031,1.122262,0.375021,0.799236,0.106491,0
2990,3.413805,3.352173,2.222650,2.124570,-0.240422,-0.282197,-0.398535,-1.580827,-0.311997,-0.569563,1.424147,1.420192,1.900287,3.233740,1
2991,-0.075562,-0.401861,0.842595,1.328881,0.043830,0.017208,-1.075068,0.478690,0.981101,0.459132,-0.135025,0.294714,-0.520853,-0.113792,0
2992,1.919531,-0.932809,-0.072686,-0.784454,-0.640122,-1.810778,-0.333326,-0.642805,0.343269,0.343968,2.662015,1.338972,2.913643,2.520695,1
2993,-1.540849,-0.305302,-2.486769,-0.848951,0.024921,-0.373949,0.757003,-1.717237,-1.623023,-1.494128,-1.143727,-1.785902,-1.579935,-1.623491,0
2994,-1.590873,0.793650,-1.392560,0.609420,-0.032920,-0.218236,-0.910310,-1.571663,-1.991776,-0.889334,-2.165780,-2.089988,-2.163553,-1.797636,0
2995,-0.389280,0.345115,0.415029,-0.325225,-0.353338,0.833576,1.476593,-0.445210,-0.980007,-0.103948,-0.202616,0.180835,-0.317836,0.142328,0
2996,-0.380285,-0.310481,-0.520184,-0.211470,-0.891245,-0.036122,-0.669765,0.122881,-0.486714,0.412945,0.806126,1.048208,0.393903,0.831446,0
2997,-0.333695,0.166458,-0.389824,-1.123346,-0.738678,-1.121838,-0.982936,-0.734124,-0.548004,-0.850207,-0.822498,-1.008829,-0.299103,-0.775755,0
2998,-0.454134,-0.068652,0.039700,-0.098374,0.354134,0.435246,-0.150836,0.340947,0.421033,-0.431024,-1.025239,-0.121055,-1.164809,-0.951995,0
2999,1.147800,1.420551,4.400084,1.787947,1.735361,2.828692,1.622944,2.390281,1.567680,1.836542,2.199254,2.663603,1.296186,1.180530,0
3000,-0.062117,-0.143610,-0.922229,-0.190602,-0.013683,-2.163786,0.875798,-0.303668,-0.767118,-0.342501,-0.652384,-0.213491,-0.582844,-0.460403,0
3001,-0.095974,0.191964,-0.446191,-0.921538,-0.436022,0.314283,0.165279,0.814013,-0.023822,-0.677015,-0.827883,-0.373090,-0.769548,-0.167157,0
3002,-1.697787,0.195908,-0.432618,-0.203013,-0.202349,-0.293470,-1.300003,-2.296224,-2.122715,-2.775312,-2.832752,-1.729072,-3.116983,-1.688055,0
3003,0.032009,0.025930,0.598822,0.928452,0.630577,0.472823,0.180224,0.794136,1.359580,0.546106,0.780452,-0.135504,-0.220584,-0.567797,0
3004,0.009320,-1.548455,0.192074,-0.892758,-0.219399,0.440266,0.651438,1.198560,0.972850,1.214854,0.195592,1.164661,-0.298939,0.751219,0
3005,-0.229945,0.117774,0.246656,0.990535,0.915601,-0.477527,-0.695333,-0.721154,-0.429256,-0.763788,-0.132183,-0.652537,-0.238037,-0.670336,0
3006,-0.125356,-0.275055,0.801564,-0.685869,0.476475,0.681720,0.770214,0.669848,1.255481,0.920662,0.719139,0.447246,0.316653,0.248845,0
3007,0.719876,-0.450870,0.282887,-0.422111,0.180265,0.311537,0.570023,-0.046483,0.501262,1.170162,1.286312,0.338737,1.418455,0.961614,1
3008,-0.564953,-0.787025,-1.063244,-0.832303,-0.961756,-1.594006,-1.715642,-1.019039,-0.802082,0.079803,-0.232860,-1.115966,-0.590787,-0.133706,0
3009,0.421715,0.706894,-0.630676,-0.715841,-0.068039,0.998186,-0.754841,0.086605,0.024624,-0.259172,-0.632486,-0.516259,-0.616560,-0.848418,0
3010,-0.934445,-1.254689,-1.277913,-1.215913,-1.669219,-1.114883,-0.188664,-0.216509,0.036885,-0.194560,-0.125416,-0.520300,-0.958671,-0.576549,0
3011,-0.496667,0.182614,-0.793820,-1.030553,-0.331712,0.338254,-0.060619,-0.795575,-0.645552,0.275679,-0.402251,-0.284427,-0.405011,0.236909,0
3012,-0.063548,1.072442,-0.552678,-0.213546,0.496870,0.487183,1.018181,-0.987837,-0.768844,-1.093945,-0.375494,-1.187742,-1.493885,-0.576926,0
3013,-0.061771,-0.093042,-0.105644,-0.103244,0.098095,-0.132342,-1.150437,0.044597,0.062300,0.456798,-1.188896,-0.558739,0.164952,0.057158,0
3014,0.029757,-0.260858,0.107560,0.045595,0.367470,-0.195966,0.608964,-0.148124,0.744256,0.480174,0.271987,-0.307837,0.053645,0.528041,1
3015,-0.236939,0.600523,-0.373680,0.205795,0.048453,0.089222,0.251653,-0.119991,-0.502917,-0.202114,0.464483,0.258922,0.477293,-0.733609,0
3016,-0.068033,1.706192,0.371536,0.666717,0.668073,0.399932,-0.525511,-0.970557,0.134448,-0.011134,-0.112419,-0.161965,-0.242920,-0.254247,0
3017,-0.137646,-0.252751,-0.002856,-0.537657,-0.541412,0.363563,-0.090899,-0.199863,0.380000,0.839342,1.061045,0.721674,0.531501,0.339951,0
3018,-0.078858,-0.786375,0.504119,0.384160,-0.804414,-1.151871,-0.969312,-0.649219,-0.583417,0.357362,0.025562,-0.518950,-0.338529,-0.340888,0
3019,-0.308640,0.426615,0.179265,0.716057,0.551949,-0.469738,0.374250,-0.352683,-0.618855,-0.334892,0.130039,-0.734674,-0.129296,0.166543,1
3020,1.463300,1.652837,4.253705,2.178663,2.041393,2.294064,2.152855,2.760117,2.740405,2.655225,2.496770,2.373992,1.778473,1.040390,0
3021,0.258544,0.593980,-0.411133,-0.333719,0.060220,-0.298280,0.282475,-0.157304,0.184072,0.463945,0.852312,0.205905,0.166252,-0.480566,1
3022,-0.842681,-0.133125,-1.492101,-0.886985,-1.171302,-0.821174,-0.052194,-0.614281,-0.360946,-1.414780,-0.318090,-1.301493,-0.701249,-0.329591,0
3023,-0.355577,-0.352198,-0.718540,-1.797567,-0.269271,-0.296452,0.250906,-0.349213,0.209192,0.455306,0.218046,-0.467482,-0.385870,-0.687219,0
3024,-0.482806,-0.489381,-0.442229,-0.294253,-0.870926,-1.191153,-1.585659,-1.515433,-0.354295,-0.960320,-0.948268,-0.887918,0.373882,-0.386764,1
3025,-0.226562,-0.341624,-0.014615,0.472103,-0.457769,-0.016228,-0.118975,0.698455,0.180618,0.149826,0.005204,0.790610,-0.243532,-0.478933,0
3026,1.598116,-0.501617,1.089553,0.853418,0.415940,-0.293145,0.522970,0.863094,1.010771,1.287283,0.486158,0.898625,0.363358,1.263243,1
3027,-2.156583,1.241279,-0.997908,0.617627,-0.401796,-0.601858,-0.387307,-1.454629,-1.428182,-2.005598,-2.582301,-2.487025,-2.950553,-2.745670,0
3028,-0.331375,-0.202780,-0.183197,-0.952334,0.844613,-0.261429,-0.282486,-0.085840,-0.413725,-0.342605,0.445900,0.031595,-0.185360,0.373055,0
3029,0.392585,-0.295593,-0.027070,-0.407970,0.553818,0.301390,-0.863393,-0.006758,-0.063328,-0.178807,-0.999239,-0.365701,0.292086,-0.184466,0
3030,-0.672169,-0.233956,-1.011771,0.593240,-0.987720,0.576718,-1.125266,0.004210,0.137936,-0.821638,-0.801938,-0.729126,-0.329728,-0.785549,1
3031,-0.423397,-1.400919,-0.922595,-1.063035,-0.166025,-0.865752,-1.211409,-0.702355,-0.944513,-0.953960,-0.448400,-1.166004,-0.461883,-0.585864,0
3032,-0.119636,-0.506129,-0.146534,0.098363,-0.382516,0.073260,-0.662499,0.237542,0.185668,-0.598429,-1.831389,-0.151523,-0.382297,-0.134602,1
3033,-0.379154,0.205655,-0.842891,-1.289737,-1.435239,-0.239080,0.864341,-0.700048,-1.181135,-1.220185,-1.582337,-0.898974,-1.510832,-0.782777,0
3034,-0.031693,-0.143914,-0.102747,-0.647424,-0.344713,-0.167108,-0.801842,-0.030029,-1.009492,-1.104427,-0.622200,0.134382,-0.111592,-0.660142,0
3035,0.087265,0.818750,-1.202843,-0.010216,0.249592,0.020418,-0.721550,-0.188518,-0.834842,-0.300428,-0.353187,-0.361500,-1.225669,-0.046552,0
3036,-0.240890,0.599068,-0.771814,0.050863,0.374488,0.360983,1.185645,-2.026580,-1.620468,-0.910755,-0.602059,-0.667689,-1.039748,-1.248660,0
3037,-0.369012,-0.469861,-0.877252,0.615399,0.838777,0.675074,-0.086717,0.187124,0.690785,-0.286865,-0.332938,-0.699488,0.352426,-0.975710,0
3038,-0.811243,-1.167935,-1.086363,-1.358169,-1.915747,-1.036962,0.071598,-0.688161,-0.447628,-0.407999,-1.036108,-0.340040,-0.668102,-0.779288,0
3039,-0.733861,-0.814774,-0.257185,-0.865801,-0.652970,-0.609256,-0.885104,-0.584007,0.221448,0.035820,-1.589132,-0.641004,-0.364851,-0.219690,0
3040,-0.387836,0.319667,-0.480807,0.046496,-0.363927,0.137962,0.670536,0.011575,-0.532272,-0.628639,-0.540570,-0.165653,-1.106276,-0.656461,0
3041,-0.483200,0.477727,-0.044876,0.390591,-0.118091,0.600531,0.733121,0.274786,0.451775,0.662719,0.351942,-0.795579,0.096037,-0.293483,1
3042,-0.634107,-0.685735,0.248223,-0.928227,-0.784435,-0.784119,-0.767582,-0.568633,-0.764124,-0.971264,-1.187173,0.549099,-0.334160,-0.651789,1
3043,-0.549693,-0.311796,-0.843078,-0.228639,-0.990859,-0.962209,-0.501139,-0.231393,-0.199423,-0.590469,0.272748,-0.238854,0.411322,0.040050,0
3044,-0.105325,0.341874,-0.005535,0.571127,0.126188,0.134512,-0.508404,0.033072,0.537833,0.588545,0.690567,-0.707250,-0.274479,-0.428490,0
3045,-0.370373,0.431071,-0.741947,-0.488527,-0.871008,0.134528,1.580023,0.245526,-0.006184,-1.279187,-1.413777,-0.598177,-1.498720,-0.489636,0
3046,0.072452,-0.654684,0.308237,0.355420,0.564033,0.773898,0.852763,1.533685,-0.001851,0.542671,0.459495,0.429841,-0.049425,-0.024006,0
3047,-0.659421,-0.904851,-0.581666,-0.439445,-1.289773,-0.076584,-1.203425,-0.806120,-0.428349,-0.706876,-0.820656,-0.192118,-0.402586,-0.670935,0
3048,-0.885150,-0.776442,-0.656908,-1.035605,-0.914661,-0.467097,-0.321201,-0.391830,-1.284913,-0.632061,-0.171099,0.019248,-0.666446,-0.573032,0
3049,-0.903765,-1.278142,-0.287439,-0.635382,-0.629998,-0.735673,-0.361731,-0.626129,-1.409410,-0.635912,0.023173,0.045601,-0.109234,-0.630582,0
3050,0.289743,0.025329,0.044416,-0.007875,0.627300,-0.110117,-0.821696,0.492106,0.511295,1.495325,-0.934283,0.329093,0.241880,0.424820,1
3051,2.979982,2.085050,0.823800,1.440201,-0.055028,-0.827313,-0.484720,-2.145010,-0.629349,0.306303,0.877748,1.379919,1.416743,2.742242,0
3052,0.395015,0.648544,0.036007,0.735128,-0.255094,-0.492430,-1.370359,-0.652264,0.016218,0.417162,1.806840,0.726174,0.504439,0.455934,1
